imei1,imei2,imei,sim,tipokit
352701641734477,352701641734485,IMEI1:352701641734477;IMEI2:352701641734485;BT:20232201908C;,89882390000656825240,OFENSOR
352701641887390,352701641887408,IMEI1:352701641887390;IMEI2:352701641887408;BT:20232201AE6A;,89882390000656805705,VICTIMA
352701641767378,352701641767386,IMEI1:352701641767378;IMEI2:352701641767386;BT:2023220196F9;,89882390000656825752,OFENSOR
352701641882078,352701641882086,IMEI1:352701641882078;IMEI2:352701641882086;BT:20232201AD60;,89882390000656806950,VICTIMA
352701641882672,352701641882680,IMEI1:352701641882672;IMEI2:352701641882680;BT:20232201AD7E;,89882390000656805762,VICTIMA
352701641740896,352701641740904,IMEI1:352701641740896;IMEI2:352701641740904;BT:2023220191CD;,89882390000656825703,OFENSOR
352701641881039,352701641881047,IMEI1:352701641881039;IMEI2:352701641881047;BT:20232201AD2C;,89882390000656806687,VICTIMA
352701641758690,352701641758708,IMEI1:352701641758690;IMEI2:352701641758708;BT:202322019547;,89882390000656825737,OFENSOR
352701641881633,352701641881641,IMEI1:352701641881633;IMEI2:352701641881641;BT:20232201AD4A;,89882390000656806794,VICTIMA
352701641736050,352701641736068,IMEI1:352701641736050;IMEI2:352701641736068;BT:2023220190DB;,89882390000656825232,OFENSOR
352701641882870,352701641882888,IMEI1:352701641882870;IMEI2:352701641882888;BT:20232201AD88;,89882390000656806786,VICTIMA
352701641768657,352701641768665,IMEI1:352701641768657;IMEI2:352701641768665;BT:202322019739;,89882390000656825695,OFENSOR
352701641881930,352701641881948,IMEI1:352701641881930;IMEI2:352701641881948;BT:20232201AD59;,89882390000656806695,VICTIMA
352701641792814,352701641792822,IMEI1:352701641792814;IMEI2:352701641792822;BT:202322019BF1;,89882390000656825216,OFENSOR
352701641884413,352701641884421,IMEI1:352701641884413;IMEI2:352701641884421;BT:20232201ADD5;,89882390000656806612,VICTIMA
352701641882698,352701641882706,IMEI1:352701641882698;IMEI2:352701641882706;BT:20232201AD7F;,89882390000656805747,VICTIMA
352701641758054,352701641758062,IMEI1:352701641758054;IMEI2:352701641758062;BT:202322019527;,89882390000656825224,OFENSOR
352701641882896,352701641882904,IMEI1:352701641882896;IMEI2:352701641882904;BT:20232201AD89;,89882390000656805283,VICTIMA
352701641745291,352701641745309,IMEI1:352701641745291;IMEI2:352701641745309;BT:2023220192A9;,89882390000656825208,OFENSOR
352701641879512,352701641879520,IMEI1:352701641879512;IMEI2:352701641879520;BT:20232201ACE0;,89882390000656805739,VICTIMA
352701641881476,352701641881484,IMEI1:352701641881476;IMEI2:352701641881484;BT:20232201AD42;,89882390000656806810,VICTIMA
352701641793259,352701641793267,IMEI1:352701641793259;IMEI2:352701641793267;BT:202322019C07;,89882390000656825653,OFENSOR
352701641882854,352701641882862,IMEI1:352701641882854;IMEI2:352701641882862;BT:20232201AD87;,89882390000656805291,VICTIMA
352701641884199,352701641884207,IMEI1:352701641884199;IMEI2:352701641884207;BT:20232201ADCA;,89882390000656805341,VICTIMA
352701641760753,352701641760761,IMEI1:352701641760753;IMEI2:352701641760761;BT:2023220195AE;,89882390000656826891,OFENSOR
352701641757478,352701641757486,IMEI1:352701641757478;IMEI2:352701641757486;BT:20232201950A;,89882390000656826925,OFENSOR
352701641760712,352701641760720,IMEI1:352701641760712;IMEI2:352701641760720;BT:2023220195AC;,89882390000656826941,OFENSOR
352701641763930,352701641763948,IMEI1:352701641763930;IMEI2:352701641763948;BT:20232201964D;,89882390000656826958,OFENSOR
352701641882318,352701641882326,IMEI1:352701641882318;IMEI2:352701641882326;BT:20232201AD6C;,89882390000656806349,VICTIMA
352701641884678,352701641884686,IMEI1:352701641884678;IMEI2:352701641884686;BT:20232201ADE2;,89882390000656806331,VICTIMA
352701641793317,352701641793325,IMEI1:352701641793317;IMEI2:352701641793325;BT:202322019C0A;,89882390000656826909,OFENSOR
352701641885311,352701641885329,IMEI1:352701641885311;IMEI2:352701641885329;BT:20232201AE02;,89882390000656806364,VICTIMA
352701641734873,352701641734881,IMEI1:352701641734873;IMEI2:352701641734881;BT:2023220190A0;,89882390000656825661,OFENSOR
352701641882110,352701641882128,IMEI1:352701641882110;IMEI2:352701641882128;BT:20232201AD62;,89882390000656806356,VICTIMA
352701641793275,352701641793283,IMEI1:352701641793275;IMEI2:352701641793283;BT:202322019C08;,89882390000656826966,OFENSOR
352701641767899,352701641767907,IMEI1:352701641767899;IMEI2:352701641767907;BT:202322019713;,89882390000656826776,OFENSOR
352701641879876,352701641879884,IMEI1:352701641879876;IMEI2:352701641879884;BT:20232201ACF2;,89882390000656806323,VICTIMA
352701641879959,352701641879967,IMEI1:352701641879959;IMEI2:352701641879967;BT:20232201ACF6;,89882390000656806372,VICTIMA
352701641882359,352701641882367,IMEI1:352701641882359;IMEI2:352701641882367;BT:20232201AD6E;,89882390000656806380,VICTIMA
352701641754392,352701641754400,IMEI1:352701641754392;IMEI2:352701641754400;BT:202322019470;,89882390000656826933,OFENSOR
352701641879751,352701641879769,IMEI1:352701641879751;IMEI2:352701641879769;BT:20232201ACEC;,89882390000656806315,VICTIMA
352701641882177,352701641882185,IMEI1:352701641882177;IMEI2:352701641882185;BT:20232201AD65;,89882390000656806398,VICTIMA
352701641762577,352701641762585,IMEI1:352701641762577;IMEI2:352701641762585;BT:202322019609;,89882390000656826768,OFENSOR
352701641755654,352701641755662,IMEI1:352701641755654;IMEI2:352701641755662;BT:2023220194AF;,89882390000656825638,OFENSOR
352701641879975,352701641879983,IMEI1:352701641879975;IMEI2:352701641879983;BT:20232201ACF7;,89882390000656805317,VICTIMA
352701641734931,352701641734949,IMEI1:352701641734931;IMEI2:352701641734949;BT:2023220190A3;,89882390000656826750,OFENSOR
352701641879793,352701641879801,IMEI1:352701641879793;IMEI2:352701641879801;BT:20232201ACEE;,89882390000656806646,VICTIMA
352701641790917,352701641790925,IMEI1:352701641790917;IMEI2:352701641790925;BT:202322019B92;,89882390000656826974,OFENSOR
352701641879355,352701641879363,IMEI1:352701641879355;IMEI2:352701641879363;BT:20232201ACD8;,89882390000656806406,VICTIMA
352701641757619,352701641757627,IMEI1:352701641757619;IMEI2:352701641757627;BT:202322019511;,89882390000656825646,OFENSOR
352701641879371,352701641879389,IMEI1:352701641879371;IMEI2:352701641879389;BT:20232201ACD9;,89882390000656806414,VICTIMA
352701641764334,352701641764342,IMEI1:352701641764334;IMEI2:352701641764342;BT:202322019661;,89882390000656826784,OFENSOR
352701641879892,352701641879900,IMEI1:352701641879892;IMEI2:352701641879900;BT:20232201ACF3;,89882390000656806638,VICTIMA
352701641759672,352701641759680,IMEI1:352701641759672;IMEI2:352701641759680;BT:202322019578;,89882390000656826917,OFENSOR
352701641882334,352701641882342,IMEI1:352701641882334;IMEI2:352701641882342;BT:20232201AD6D;,89882390000656806307,VICTIMA
352701641881112,352701641881120,IMEI1:352701641881112;IMEI2:352701641881120;BT:20232201AD30;,89882390000656806620,VICTIMA
352701641879736,352701641879744,IMEI1:352701641879736;IMEI2:352701641879744;BT:20232201ACEB;,89882390000656806653,VICTIMA
352701641886251,352701641886269,IMEI1:352701641886251;IMEI2:352701641886269;BT:20232201AE31;,89882390000656806299,VICTIMA
352701641763153,352701641763161,IMEI1:352701641763153;IMEI2:352701641763161;BT:202322019626;,89882390000656826792,OFENSOR
352701641887457,352701641887465,IMEI1:352701641887457;IMEI2:352701641887465;BT:20232201AE6D;,89882390000656805325,VICTIMA
352701641736878,352701641736886,IMEI1:352701641736878;IMEI2:352701641736886;BT:202322019104;,89882390000656826644,OFENSOR
352701641887473,352701641887481,IMEI1:352701641887473;IMEI2:352701641887481;BT:20232201AE6E;,89882390000656806661,VICTIMA
352701641790057,352701641790065,IMEI1:352701641790057;IMEI2:352701641790065;BT:202322019B67;,89882390000656825679,OFENSOR
352701641881872,352701641881880,IMEI1:352701641881872;IMEI2:352701641881880;BT:20232201AD56;,89882390000656805960,VICTIMA
352701641757031,352701641757049,IMEI1:352701641757031;IMEI2:352701641757049;BT:2023220194F4;,89882390000656825398,OFENSOR
352701641880254,352701641880262,IMEI1:352701641880254;IMEI2:352701641880262;BT:20232201AD05;,89882390000656805952,VICTIMA
352701641763971,352701641763989,IMEI1:352701641763971;IMEI2:352701641763989;BT:20232201964F;,89882390000656825406,OFENSOR
352701641884314,352701641884322,IMEI1:352701641884314;IMEI2:352701641884322;BT:20232201ADD0;,89882390000656805945,VICTIMA
352701641793218,352701641793226,IMEI1:352701641793218;IMEI2:352701641793226;BT:202322019C05;,89882390000656826339,OFENSOR
352701641880437,352701641880445,IMEI1:352701641880437;IMEI2:352701641880445;BT:20232201AD0E;,89882390000656805895,VICTIMA
352701641879579,352701641879587,IMEI1:352701641879579;IMEI2:352701641879587;BT:20232201ACE3;,89882390000656805929,VICTIMA
352701641763898,352701641763906,IMEI1:352701641763898;IMEI2:352701641763906;BT:20232201964B;,89882390000656826446,OFENSOR
352701641790073,352701641790081,IMEI1:352701641790073;IMEI2:352701641790081;BT:202322019B68;,89882390000656826438,OFENSOR
352701641880411,352701641880429,IMEI1:352701641880411;IMEI2:352701641880429;BT:20232201AD0D;,89882390000656805440,VICTIMA
352701641735730,352701641735748,IMEI1:352701641735730;IMEI2:352701641735748;BT:2023220190CB;,89882390000656825505,OFENSOR
352701641881971,352701641881989,IMEI1:352701641881971;IMEI2:352701641881989;BT:20232201AD5B;,89882390000656805937,VICTIMA
352701641758815,352701641758823,IMEI1:352701641758815;IMEI2:352701641758823;BT:20232201954D;,89882390000656825620,OFENSOR
352701641881831,352701641881849,IMEI1:352701641881831;IMEI2:352701641881849;BT:20232201AD54;,89882390000656805911,VICTIMA
352701641760779,352701641760787,IMEI1:352701641760779;IMEI2:352701641760787;BT:2023220195AF;,89882390000656825414,OFENSOR
352701641882219,352701641882227,IMEI1:352701641882219;IMEI2:352701641882227;BT:20232201AD67;,89882390000656805473,VICTIMA
352701641764375,352701641764383,IMEI1:352701641764375;IMEI2:352701641764383;BT:202322019663;,89882390000656826388,OFENSOR
352701641881856,352701641881864,IMEI1:352701641881856;IMEI2:352701641881864;BT:20232201AD55;,89882390000656805333,VICTIMA
352701641766495,352701641766503,IMEI1:352701641766495;IMEI2:352701641766503;BT:2023220196CD;,89882390000656826412,OFENSOR
352701641883019,352701641883027,IMEI1:352701641883019;IMEI2:352701641883027;BT:20232201AD8F;,89882390000656805481,VICTIMA
352701641756991,352701641757007,IMEI1:352701641756991;IMEI2:352701641757007;BT:2023220194F2;,89882390000656825422,OFENSOR
352701641881153,352701641881161,IMEI1:352701641881153;IMEI2:352701641881161;BT:20232201AD32;,89882390000656806240,VICTIMA
352701641879553,352701641879561,IMEI1:352701641879553;IMEI2:352701641879561;BT:20232201ACE2;,89882390000656805499,VICTIMA
352701641758799,352701641758807,IMEI1:352701641758799;IMEI2:352701641758807;BT:20232201954C;,89882390000656825497,OFENSOR
352701641790396,352701641790404,IMEI1:352701641790396;IMEI2:352701641790404;BT:202322019B78;,89882390000656826321,OFENSOR
352701641884330,352701641884348,IMEI1:352701641884330;IMEI2:352701641884348;BT:20232201ADD1;,89882390000656806273,VICTIMA
352701641791238,352701641791246,IMEI1:352701641791238;IMEI2:352701641791246;BT:202322019BA2;,89882390000656826420,OFENSOR
352701641880635,352701641880643,IMEI1:352701641880635;IMEI2:352701641880643;BT:20232201AD18;,89882390000656806257,VICTIMA
352701641879652,352701641879660,IMEI1:352701641879652;IMEI2:352701641879660;BT:20232201ACE7;,89882390000656806281,VICTIMA
352701641762056,352701641762064,IMEI1:352701641762056;IMEI2:352701641762064;BT:2023220195EF;,89882390000656825448,OFENSOR
352701641882052,352701641882060,IMEI1:352701641882052;IMEI2:352701641882060;BT:20232201AD5F;,89882390000656806265,VICTIMA
352701641880676,352701641880684,IMEI1:352701641880676;IMEI2:352701641880684;BT:20232201AD1A;,89882390000656805465,VICTIMA
352701641768194,352701641768202,IMEI1:352701641768194;IMEI2:352701641768202;BT:202322019722;,89882390000656825455,OFENSOR
352701641766552,352701641766560,IMEI1:352701641766552;IMEI2:352701641766560;BT:2023220196D0;,89882390000656825471,OFENSOR
352701641880775,352701641880783,IMEI1:352701641880775;IMEI2:352701641880783;BT:20232201AD1F;,89882390000656805903,VICTIMA
352701641791113,352701641791121,IMEI1:352701641791113;IMEI2:352701641791121;BT:202322019B9C;,89882390000656825489,OFENSOR
352701641881179,352701641881187,IMEI1:352701641881179;IMEI2:352701641881187;BT:20232201AD33;,89882390000656805457,VICTIMA
352701641757437,352701641757445,IMEI1:352701641757437;IMEI2:352701641757445;BT:202322019508;,89882390000656825463,OFENSOR
352701641763955,352701641763963,IMEI1:352701641763955;IMEI2:352701641763963;BT:20232201964E;,89882390000656825430,OFENSOR
352701641828394,352701641828402,IMEI1:352701641828394;IMEI2:352701641828402;BT:20232201A2E4;,89882390000656805879,VICTIMA
352701641804833,352701641804841,IMEI1:352701641804833;IMEI2:352701641804841;BT:202322019E4A;,89882390000656825356,OFENSOR
352701641828378,352701641828386,IMEI1:352701641828378;IMEI2:352701641828386;BT:20232201A2E3;,89882390000656805390,VICTIMA
352701641807232,352701641807240,IMEI1:352701641807232;IMEI2:352701641807240;BT:202322019EC2;,89882390000656825364,OFENSOR
352701641828352,352701641828360,IMEI1:352701641828352;IMEI2:352701641828360;BT:20232201A2E2;,89882390000656805861,VICTIMA
352701641799470,352701641799488,IMEI1:352701641799470;IMEI2:352701641799488;BT:202322019D3E;,89882390000656825380,OFENSOR
352701641846354,352701641846362,IMEI1:352701641846354;IMEI2:352701641846362;BT:20232201A666;,89882390000656805887,VICTIMA
352701641846651,352701641846669,IMEI1:352701641846651;IMEI2:352701641846669;BT:20232201A675;,89882390000656805853,VICTIMA
352701641786816,352701641786824,IMEI1:352701641786816;IMEI2:352701641786824;BT:202322019AC5;,89882390000656826701,OFENSOR
352701641799454,352701641799462,IMEI1:352701641799454;IMEI2:352701641799462;BT:202322019D3D;,89882390000656825372,OFENSOR
352701641831232,352701641831240,IMEI1:352701641831232;IMEI2:352701641831240;BT:20232201A372;,89882390000656805432,VICTIMA
352701641799496,352701641799504,IMEI1:352701641799496;IMEI2:352701641799504;BT:202322019D3F;,89882390000656825349,OFENSOR
352701641846339,352701641846347,IMEI1:352701641846339;IMEI2:352701641846347;BT:20232201A665;,89882390000656806547,VICTIMA
352701641791097,352701641791105,IMEI1:352701641791097;IMEI2:352701641791105;BT:202322019B9B;,89882390000656826719,OFENSOR
352701641852030,352701641852048,IMEI1:352701641852030;IMEI2:352701641852048;BT:20232201A782;,89882390000656806760,VICTIMA
352701641846677,352701641846685,IMEI1:352701641846677;IMEI2:352701641846685;BT:20232201A676;,89882390000656807123,VICTIMA
352701641837833,352701641837841,IMEI1:352701641837833;IMEI2:352701641837841;BT:20232201A4BC;,89882390000656805846,VICTIMA
352701641868291,352701641868309,IMEI1:352701641868291;IMEI2:352701641868309;BT:20232201AAAF;,89882390000656805358,VICTIMA
352701641842379,352701641842387,IMEI1:352701641842379;IMEI2:352701641842387;BT:20232201A59F;,89882390000656805309,VICTIMA
352701641830234,352701641830242,IMEI1:352701641830234;IMEI2:352701641830242;BT:20232201A340;,89882390000656806455,VICTIMA
352701641872236,352701641872244,IMEI1:352701641872236;IMEI2:352701641872244;BT:20232201AB74;,89882390000656806232,VICTIMA
352701641834699,352701641834707,IMEI1:352701641834699;IMEI2:352701641834707;BT:20232201A41F;,89882390000656806778,VICTIMA
352701641791311,352701641791329,IMEI1:352701641791311;IMEI2:352701641791329;BT:202322019BA6;,89882390000656826453,OFENSOR
352701641842395,352701641842403,IMEI1:352701641842395;IMEI2:352701641842403;BT:20232201A5A0;,89882390000656806463,VICTIMA
352701641870396,352701641870404,IMEI1:352701641870396;IMEI2:352701641870404;BT:20232201AB18;,89882390000656806224,VICTIMA
352701641788457,352701641788465,IMEI1:352701641788457;IMEI2:352701641788465;BT:202322019B17;,89882390000656826677,OFENSOR
352701641843633,352701641843641,IMEI1:352701641843633;IMEI2:352701641843641;BT:20232201A5DE;,89882390000656805507,VICTIMA
352701641793911,352701641793929,IMEI1:352701641793911;IMEI2:352701641793929;BT:202322019C28;,89882390000656826669,OFENSOR
352701641869851,352701641869869,IMEI1:352701641869851;IMEI2:352701641869869;BT:20232201AAFD;,89882390000656806448,VICTIMA
352701641755217,352701641755225,IMEI1:352701641755217;IMEI2:352701641755225;BT:202322019499;,89882390000656826727,OFENSOR
352701641869877,352701641869885,IMEI1:352701641869877;IMEI2:352701641869885;BT:20232201AAFE;,89882390000656806430,VICTIMA
352701641791337,352701641791345,IMEI1:352701641791337;IMEI2:352701641791345;BT:202322019BA7;,89882390000656825331,OFENSOR
352701641833790,352701641833808,IMEI1:352701641833790;IMEI2:352701641833808;BT:20232201A3F2;,89882390000656805572,VICTIMA
352701641786857,352701641786865,IMEI1:352701641786857;IMEI2:352701641786865;BT:202322019AC7;,89882390000656825323,OFENSOR
352701641816696,352701641816704,IMEI1:352701641816696;IMEI2:352701641816704;BT:20232201A09B;,89882390000656805515,VICTIMA
352701641786634,352701641786642,IMEI1:352701641786634;IMEI2:352701641786642;BT:202322019ABC;,89882390000656825299,OFENSOR
352701641833758,352701641833766,IMEI1:352701641833758;IMEI2:352701641833766;BT:20232201A3F0;,89882390000656805580,VICTIMA
352701641791170,352701641791188,IMEI1:352701641791170;IMEI2:352701641791188;BT:202322019B9F;,89882390000656825315,OFENSOR
352701641836132,352701641836140,IMEI1:352701641836132;IMEI2:352701641836140;BT:20232201A467;,89882390000656805598,VICTIMA
352701641834731,352701641834749,IMEI1:352701641834731;IMEI2:352701641834749;BT:20232201A421;,89882390000656805606,VICTIMA
352701641805319,352701641805327,IMEI1:352701641805319;IMEI2:352701641805327;BT:202322019E62;,89882390000656825307,OFENSOR
352701641830218,352701641830226,IMEI1:352701641830218;IMEI2:352701641830226;BT:20232201A33F;,89882390000656805523,VICTIMA
352701641840092,352701641840100,IMEI1:352701641840092;IMEI2:352701641840100;BT:20232201A52D;,89882390000656805614,VICTIMA
352701641792715,352701641792723,IMEI1:352701641792715;IMEI2:352701641792723;BT:202322019BEC;,89882390000656826636,OFENSOR
352701641852196,352701641852204,IMEI1:352701641852196;IMEI2:352701641852204;BT:20232201A78A;,89882390000656805622,VICTIMA
352701641786832,352701641786840,IMEI1:352701641786832;IMEI2:352701641786840;BT:202322019AC6;,89882390000656826396,OFENSOR
352701641833774,352701641833782,IMEI1:352701641833774;IMEI2:352701641833782;BT:20232201A3F1;,89882390000656805648,VICTIMA
352701641843658,352701641843666,IMEI1:352701641843658;IMEI2:352701641843666;BT:20232201A5DF;,89882390000656805630,VICTIMA
352701641789513,352701641789521,IMEI1:352701641789513;IMEI2:352701641789521;BT:202322019B4C;,89882390000656826693,OFENSOR
352701641843674,352701641843682,IMEI1:352701641843674;IMEI2:352701641843682;BT:20232201A5E0;,89882390000656805374,VICTIMA
352701641803553,352701641803561,IMEI1:352701641803553;IMEI2:352701641803561;BT:202322019E0A;,89882390000656826685,OFENSOR
352701641834756,352701641834764,IMEI1:352701641834756;IMEI2:352701641834764;BT:20232201A422;,89882390000656805408,VICTIMA
352701641852352,352701641852360,IMEI1:352701641852352;IMEI2:352701641852360;BT:20232201A792;,89882390000656807131,VICTIMA
352701641836975,352701641836983,IMEI1:352701641836975;IMEI2:352701641836983;BT:20232201A491;,89882390000656805382,VICTIMA
352701641844797,352701641844805,IMEI1:352701641844797;IMEI2:352701641844805;BT:20232201A618;,89882390000656805838,VICTIMA
352701641816670,352701641816688,IMEI1:352701641816670;IMEI2:352701641816688;BT:20232201A09A;,89882390000656805416,VICTIMA
352701641830259,352701641830267,IMEI1:352701641830259;IMEI2:352701641830267;BT:20232201A341;,89882390000656805366,VICTIMA
352701641834715,352701641834723,IMEI1:352701641834715;IMEI2:352701641834723;BT:20232201A420;,89882390000656805531,VICTIMA
352701641788598,352701641788606,IMEI1:352701641788598;IMEI2:352701641788606;BT:202322019B1E;,89882390000656837617,OFENSOR
352701641837874,352701641837882,IMEI1:352701641837874;IMEI2:352701641837882;BT:20232201A4BE;,89882390000656805424,VICTIMA
352701641842353,352701641842361,IMEI1:352701641842353;IMEI2:352701641842361;BT:20232201A59E;,89882390000656805663,VICTIMA
352701641784290,352701641784308,IMEI1:352701641784290;IMEI2:352701641784308;BT:202322019A47;,89882390000656837153,OFENSOR
352701641783037,352701641783045,IMEI1:352701641783037;IMEI2:352701641783045;BT:202322019A08;,89882390000656837609,OFENSOR
352701641792590,352701641792608,IMEI1:352701641792590;IMEI2:352701641792608;BT:202322019BE6;,89882390000656833897,OFENSOR
352701641784316,352701641784324,IMEI1:352701641784316;IMEI2:352701641784324;BT:202322019A48;,89882390000656837195,OFENSOR
352701641801318,352701641801326,IMEI1:352701641801318;IMEI2:352701641801326;BT:202322019D9A;,89882390000656833764,OFENSOR
352701641798597,352701641798605,IMEI1:352701641798597;IMEI2:352701641798605;BT:202322019D12;,89882390000656833640,OFENSOR
352701641829657,352701641829665,IMEI1:352701641829657;IMEI2:352701641829665;BT:20232201A323;,89882390000656833889,OFENSOR
352701641784936,352701641784944,IMEI1:352701641784936;IMEI2:352701641784944;BT:202322019A67;,89882390000656833756,OFENSOR
352701641799736,352701641799744,IMEI1:352701641799736;IMEI2:352701641799744;BT:202322019D4B;,89882390000656833673,OFENSOR
352701641757817,352701641757825,IMEI1:352701641757817;IMEI2:352701641757825;BT:20232201951B;,89882390000656837179,OFENSOR
352701641828154,352701641828162,IMEI1:352701641828154;IMEI2:352701641828162;BT:20232201A2D8;,89882390000656809657,VICTIMA
352701641783011,352701641783029,IMEI1:352701641783011;IMEI2:352701641783029;BT:202322019A07;,89882390000656837724,OFENSOR
352701641817637,352701641817645,IMEI1:352701641817637;IMEI2:352701641817645;BT:20232201A0CA;,89882390000656809624,VICTIMA
352701641799694,352701641799702,IMEI1:352701641799694;IMEI2:352701641799702;BT:202322019D49;,89882390000656833632,OFENSOR
352701641849838,352701641849846,IMEI1:352701641849838;IMEI2:352701641849846;BT:20232201A714;,89882390000656809608,VICTIMA
352701641853236,352701641853244,IMEI1:352701641853236;IMEI2:352701641853244;BT:20232201A7BE;,89882390000656809665,VICTIMA
352701641798571,352701641798589,IMEI1:352701641798571;IMEI2:352701641798589;BT:202322019D11;,89882390000656837302,OFENSOR
352701641830275,352701641830283,IMEI1:352701641830275;IMEI2:352701641830283;BT:20232201A342;,89882390000656837294,OFENSOR
352701641833055,352701641833063,IMEI1:352701641833055;IMEI2:352701641833063;BT:20232201A3CD;,89882390000656809632,VICTIMA
352701641851099,352701641851107,IMEI1:352701641851099;IMEI2:352701641851107;BT:20232201A753;,89882390000656805655,VICTIMA
352701641784753,352701641784761,IMEI1:352701641784753;IMEI2:352701641784761;BT:202322019A5E;,89882390000656837187,OFENSOR
352701641844334,352701641844342,IMEI1:352701641844334;IMEI2:352701641844342;BT:20232201A601;,89882390000656810242,VICTIMA
352701641849275,352701641849283,IMEI1:352701641849275;IMEI2:352701641849283;BT:20232201A6F8;,89882390000656809640,VICTIMA
352701641810632,352701641810640,IMEI1:352701641810632;IMEI2:352701641810640;BT:202322019F6C;,89882390000656833665,OFENSOR
352701641851115,352701641851123,IMEI1:352701641851115;IMEI2:352701641851123;BT:20232201A754;,89882390000656810259,VICTIMA
352701641828139,352701641828147,IMEI1:352701641828139;IMEI2:352701641828147;BT:20232201A2D7;,89882390000656809723,VICTIMA
352701641845497,352701641845505,IMEI1:352701641845497;IMEI2:352701641845505;BT:20232201A63B;,89882390000656810275,VICTIMA
352701641829996,352701641830002,IMEI1:352701641829996;IMEI2:352701641830002;BT:20232201A334;,89882390000656809616,VICTIMA
352701641845539,352701641845547,IMEI1:352701641845539;IMEI2:352701641845547;BT:20232201A63D;,89882390000656806422,VICTIMA
352701641799710,352701641799728,IMEI1:352701641799710;IMEI2:352701641799728;BT:202322019D4A;,89882390000656837161,OFENSOR
352701641830515,352701641830523,IMEI1:352701641830515;IMEI2:352701641830523;BT:20232201A34E;,89882390000656809681,VICTIMA
352701641828113,352701641828121,IMEI1:352701641828113;IMEI2:352701641828121;BT:20232201A2D6;,89882390000656810234,VICTIMA
352701641830291,352701641830309,IMEI1:352701641830291;IMEI2:352701641830309;BT:20232201A343;,89882390000656837286,OFENSOR
352701641830010,352701641830028,IMEI1:352701641830010;IMEI2:352701641830028;BT:20232201A335;,89882390000656809715,VICTIMA
352701641796955,352701641796963,IMEI1:352701641796955;IMEI2:352701641796963;BT:202322019CC0;,89882390000656833657,OFENSOR
352701641830556,352701641830564,IMEI1:352701641830556;IMEI2:352701641830564;BT:20232201A350;,89882390000656809673,VICTIMA
352701641829970,352701641829988,IMEI1:352701641829970;IMEI2:352701641829988;BT:20232201A333;,89882390000656809707,VICTIMA
352701641849853,352701641849861,IMEI1:352701641849853;IMEI2:352701641849861;BT:20232201A715;,89882390000656809699,VICTIMA
352701641762635,352701641762643,IMEI1:352701641762635;IMEI2:352701641762643;BT:20232201960C;,89882390000656828681,OFENSOR
352701641845513,352701641845521,IMEI1:352701641845513;IMEI2:352701641845521;BT:20232201A63C;,89882390000656805671,VICTIMA
352701641841793,352701641841801,IMEI1:352701641841793;IMEI2:352701641841801;BT:20232201A582;,89882390000656809582,VICTIMA
352701641848897,352701641848905,IMEI1:352701641848897;IMEI2:352701641848905;BT:20232201A6E5;,89882390000656809590,VICTIMA
352701641793150,352701641793168,IMEI1:352701641793150;IMEI2:352701641793168;BT:202322019C02;,89882390000656828715,OFENSOR
352701641836777,352701641836785,IMEI1:352701641836777;IMEI2:352701641836785;BT:20232201A487;,89882390000656809541,VICTIMA
352701641792459,352701641792467,IMEI1:352701641792459;IMEI2:352701641792467;BT:202322019BDF;,89882390000656828699,OFENSOR
352701641841777,352701641841785,IMEI1:352701641841777;IMEI2:352701641841785;BT:20232201A581;,89882390000656809558,VICTIMA
352701641757791,352701641757809,IMEI1:352701641757791;IMEI2:352701641757809;BT:20232201951A;,89882390000656828632,OFENSOR
352701641840134,352701641840142,IMEI1:352701641840134;IMEI2:352701641840142;BT:20232201A52F;,89882390000656810184,VICTIMA
352701641839177,352701641839185,IMEI1:352701641839177;IMEI2:352701641839185;BT:20232201A4FF;,89882390000656809780,VICTIMA
352701641790453,352701641790461,IMEI1:352701641790453;IMEI2:352701641790461;BT:202322019B7B;,89882390000656828616,OFENSOR
352701641833493,352701641833501,IMEI1:352701641833493;IMEI2:352701641833501;BT:20232201A3E3;,89882390000656810192,VICTIMA
352701641773335,352701641773343,IMEI1:352701641773335;IMEI2:352701641773343;BT:202322019823;,89882390000656828665,OFENSOR
352701641844359,352701641844367,IMEI1:352701641844359;IMEI2:352701641844367;BT:20232201A602;,89882390000656809798,VICTIMA
352701641773319,352701641773327,IMEI1:352701641773319;IMEI2:352701641773327;BT:202322019822;,89882390000656828723,OFENSOR
352701641814238,352701641814246,IMEI1:352701641814238;IMEI2:352701641814246;BT:20232201A020;,89882390000656810069,VICTIMA
352701641759631,352701641759649,IMEI1:352701641759631;IMEI2:352701641759649;BT:202322019576;,89882390000656828707,OFENSOR
352701641848491,352701641848509,IMEI1:352701641848491;IMEI2:352701641848509;BT:20232201A6D1;,89882390000656810176,VICTIMA
352701641792434,352701641792442,IMEI1:352701641792434;IMEI2:352701641792442;BT:202322019BDE;,89882390000656828640,OFENSOR
352701641833352,352701641833360,IMEI1:352701641833352;IMEI2:352701641833360;BT:20232201A3DC;,89882390000656809566,VICTIMA
352701641793713,352701641793721,IMEI1:352701641793713;IMEI2:352701641793721;BT:202322019C1E;,89882390000656828798,OFENSOR
352701641848475,352701641848483,IMEI1:352701641848475;IMEI2:352701641848483;BT:20232201A6D0;,89882390000656809731,VICTIMA
352701641849499,352701641849507,IMEI1:352701641849499;IMEI2:352701641849507;BT:20232201A703;,89882390000656809533,VICTIMA
